ID	2006 list	2008 list	2010 list	2012 list	2018 list	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID	Author Wikidata ID	GND Arealabel	GND Areacode	P495	P19	Geonames ID	Latitude	Longitude
108	2006	2008	2010	2012	2018	The Charterhouse of Parma	Stendhal	1) core list	NaN	722	French	1800s	NaN	Q1165714	Q502	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
109	2006	2008	2010	2012	2018	The Fall of the House of Usher	Poe, Edgar Allan	1) core list	NaN	216	American	1800s	NaN	Q1197735	Q16867	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
110	NaN	2008	2010	2012	2018	Camera Obscura	Hildebrand	3) Added 2008	NaN	1284	NaN	1800s	NaN	Q2053326	Q46778	Netherlands	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-NL	NaN	NaN	2750405	52.25	5.75
111	NaN	2008	2010	2012	2018	A Hero of Our Times	Lermontov, Mikhail Yurevich	3) Added 2008	NaN	87	NaN	1800s	NaN	Q1304649	Q46599	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
112	2006	2008	2010	2012	2018	Dead Souls	Gogol, Nikolay	1) core list	NaN	382	Russian	1800s	NaN	Q647379	Q43718	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
113	2006	NaN	NaN	NaN	NaN	A Christmas Carol	Dickens, Charles	2) Deleted 2008	NaN	118	English	1800s	NaN	Q62879	Q5686	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
114	2006	2008	2010	2012	2018	Lost Illusions	Balzac, Honoré de	1) core list	NaN	203	French	1800s	NaN	Q2092894	Q9711	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
115	2006	2008	2010	2012	2018	The Pit and the Pendulum	Poe, Edgar Allan	1) core list	NaN	39	American	1800s	NaN	Q379449	Q16867	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
116	2006	NaN	NaN	NaN	NaN	Martin Chuzzlewit	Dickens, Charles	2) Deleted 2008	NaN	860	English	1800s	NaN	Q1903609	Q5686	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
117	2006	NaN	NaN	NaN	NaN	The Purloined Letter	Poe, Edgar Allan	2) Deleted 2008	NaN	665	American	1800s	NaN	Q733448	Q16867	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
118	2006	2008	2010	2012	2018	The Three Musketeers	Dumas, Alexandre	1) core list	NaN	262	French	1800s	NaN	Q140527	Q38337	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
119	2006	NaN	NaN	NaN	NaN	Queen Margot	Dumas, Alexandre	2) Deleted 2008	La Reine Margot	178	French	1800s	NaN	Q2020094	Q38337	NaN	NaN	France	NaN	3017382	46.0	2.0
120	NaN	2008	2010	2012	2018	Facundo	Sarmiento, Domingo Faustino	3) Added 2008	NaN	1105	NaN	1800s	NaN	Q807736	Q254041	Argentina	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-AR	NaN	NaN	3865483	-34.0	-64.0
121	NaN	2008	2010	2012	2018	The Devil's Pool	Sand, George	3) Added 2008	La mare au diable  	1111	English	1800s	NaN	Q3210542	Q3816	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
122	2006	2008	2010	2012	2018	The Count of Monte-Cristo	Dumas, Alexandre	1) core list	Le Comte du Monte-Cristo	287	French	1800s	NaN	Q191838	Q38337	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
123	2006	2008	2010	2012	2018	Jane Eyre	Brontë, Charlotte	1) core list	NaN	160	English	1800s	NaN	Q182961	Q127332	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
124	2006	2008	2010	2012	2018	Vanity Fair	Thackeray, William Makepeace	1) core list	NaN	919	English	1800s	NaN	Q612836	Q167768	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
125	2006	NaN	NaN	NaN	NaN	Agnes Grey	Brontë, Anne	2) Deleted 2008	NaN	797	English	1800s	NaN	Q517172	Q44520	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
126	2006	2008	2010	2012	2018	Wuthering Heights	Brontë, Emily	1) core list	NaN	581	English	1800s	NaN	Q202975	Q80137	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
127	2006	2008	2010	2012	2018	The Tenant of Wildfell Hall	Brontë, Anne	1) core list	NaN	458	English	1800s	NaN	Q44701	Q44520	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
128	2006	NaN	NaN	NaN	NaN	Mary Barton	Gaskell, Elizabeth	2) Deleted 2008	NaN	849	English	1800s	NaN	Q2607078	Q229226	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
129	2006	NaN	NaN	NaN	NaN	Shirley	Brontë, Charlotte	2) Deleted 2008	NaN	894	English	1800s	NaN	Q615175	Q127332	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
130	2006	2008	2010	2012	2018	David Copperfield	Dickens, Charles	1) core list	NaN	555	English	1800s	NaN	Q189811	Q5686	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
131	2006	2008	2010	2012	2018	The Scarlet Letter	Hawthorne, Nathaniel	1) core list	NaN	1115	American	1800s	NaN	Q907568	Q69339	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
132	2006	2008	2010	2012	2018	Moby-Dick	Melville, Herman	1) core list	NaN	1125	American	1800s	NaN	Q174596	Q4985	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
133	2006	2008	2010	2012	2018	The House of the Seven Gables	Hawthorne, Nathaniel	1) core list	NaN	1060	American	1800s	NaN	Q1141732	Q69339	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
134	2006	NaN	NaN	NaN	NaN	The Blithedale Romance	Hawthorne, Nathaniel	2) Deleted 2008	NaN	1172	American	1800s	NaN	Q4007947	Q69339	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
135	2006	2008	2010	2012	2018	Uncle Tom’s Cabin	Stowe, Harriet Beecher	1) core list	NaN	542	American	1800s	NaN	Q2222	Q102513	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
136	2006	2008	2010	2012	2018	Cranford	Gaskell, Elizabeth	1) core list	NaN	491	English	1800s	NaN	Q265100	Q229226	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
137	2006	NaN	NaN	NaN	NaN	Villette	Brontë, Charlotte	2) Deleted 2008	NaN	816	English	1800s	NaN	Q2449570	Q127332	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
138	2006	2008	2010	2012	2018	Bleak House	Dickens, Charles	1) core list	NaN	579	English	1800s	NaN	Q883305	Q5686	NaN	NaN	England	NaN	2635167	54.75844	-2.69531
139	2006	2008	2010	2012	2018	Walden	Thoreau, Henry David	1) core list	NaN	633	American	1800s	NaN	Q863534	Q131149	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
140	2006	NaN	NaN	NaN	NaN	Hard Times	Dickens, Charles	2) Deleted 2008	NaN	1035	English	1800s	NaN	Q1340493	Q5686	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
141	NaN	2008	2010	2012	2018	Green Henry	Keller, Gottfried	3) Added 2008	NaN	1118	NaN	1800s	NaN	Q1198871	Q122370	Switzerland	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-CH	NaN	NaN	2658434	47.00016	8.01427
142	2006	2008	2010	2012	2018	North and South	Gaskell, Elizabeth	1) core list	NaN	145	English	1800s	NaN	Q1853142	Q229226	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
143	2006	2008	2010	2012	2018	Madame Bovary	Flaubert, Gustave	1) core list	Madame Bovary	856	French	1800s	NaN	Q193417	Q43444	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
144	NaN	2008	2010	2012	2018	Indian Summer	Stifter, Adalbert	3) Added 2008	NaN	656	NaN	1800s	NaN	Q167320	Q168542	Austria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-AT	NaN	NaN	2782113	47.33333	13.33333
145	2006	2008	2010	2012	2018	Adam Bede	Eliot, George	1) core list	NaN	810	English	1800s	NaN	Q2611046	Q131333	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
146	2006	2008	2010	2012	2018	Oblomov	Goncharov, Ivan	1) core list	NaN	328	Russian	1800s	NaN	Q842074	Q189665	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
147	2006	NaN	NaN	NaN	NaN	A Tale of Two Cities	Dickens, Charles	2) Deleted 2008	NaN	618	English	1800s	NaN	Q308918	Q5686	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
148	2006	2008	2010	2012	2018	The Woman in White	Collins, Wilkie	1) core list	NaN	431	English	1800s	NaN	Q1212672	Q210740	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
149	2006	2008	2010	2012	2018	The Mill on the Floss	Eliot, George	1) core list	NaN	773	English	1800s	NaN	Q1215018	Q131333	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
150	2006	NaN	NaN	NaN	NaN	Castle Richmond	Trollope, Anthony	2) Deleted 2008	NaN	1175	English	1800s	NaN	Q5050241	Q318399	NaN	NaN	England	NaN	2635167	54.75844	-2.69531
151	2006	NaN	NaN	NaN	NaN	On the Eve	Turgenev, Ivan	2) Deleted 2008	NaN	596	Russian	1800s	NaN	Q144547	Q42831	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
152	2006	2008	2010	2012	2018	Max Havelaar	Multatuli	1) core list	NaN	1078	Dutch	1800s	NaN	Q919067	Q154211	Netherlands	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-NL	NaN	NaN	2750405	52.25	5.75
153	2006	NaN	NaN	NaN	NaN	The Marble Faun	Hawthorne, Nathaniel	2) Deleted 2008	NaN	1143	American	1800s	NaN	Q3222702	Q69339	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
154	2006	2008	2010	2012	2018	Great Expectations	Dickens, Charles	1) core list	NaN	747	English	1800s	NaN	Q219552	Q5686	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
155	2006	2008	2010	2012	2018	Silas Marner	Eliot, George	1) core list	NaN	887	English	1800s	NaN	Q638327	Q131333	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
156	2006	2008	2010	2012	2018	Fathers and Sons	Turgenev, Ivan	1) core list	NaN	280	Russuan	1800s	NaN	Q29424	Q42831	NaN	NaN	Russia	NaN	2017370	60.0	100.0
157	2006	2008	2010	2012	2018	Les Misérables	Hugo, Victor	1) core list	Les Misérables	521	French	1800s	NaN	Q180736	Q535	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
158	2006	2008	2010	2012	2018	The Water-Babies	Kingsley, Charles	1) core list	NaN	1117	English	1800s	NaN	Q14914646	Q353238	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
159	2006	2008	2010	2012	2018	Notes from the Underground	Dostoevsky, Fyodor	1) core list	NaN	49	Russian	1800s	NaN	Q695116	Q991	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
160	2006	2008	2010	2012	2018	Uncle Silas	Le Fanu, Sheridan	1) core list	NaN	883	Irish	1800s	NaN	Q3835925	Q326467	NaN	NaN	England	NaN	2635167	54.75844	-2.69531
161	2006	NaN	NaN	NaN	NaN	Our Mutual Friend	Dickens, Charles	2) Deleted 2008	NaN	386	English	1800s	NaN	Q1557935	Q5686	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
162	2006	2008	2010	2012	2018	Alice’s Adventures in Wonderland	Carroll, Lewis	1) core list	NaN	152	English	1800s	NaN	Q92640	Q38082	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
163	2006	2008	2010	2012	2018	Journey to the Centre of the Earth	Verne, Jules	1) core list	NaN	440	French	1800s	NaN	Q219457	Q33977	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
164	2006	2008	2010	2012	2018	Crime and Punishment	Dostoevsky, Fyodor	1) core list	NaN	109	Russian	1800s	NaN	Q165318	Q991	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
165	2006	2008	2010	2012	2018	The Last Chronicle of Barset	Trollope, Anthony	1) core list	NaN	330	English	1800s	NaN	Q7745622	Q318399	NaN	NaN	England	NaN	2635167	54.75844	-2.69531
166	2006	2008	2010	2012	2018	Thérèse Raquin	Zola, Émile	1) core list	NaN	743	French	1800s	NaN	Q268545	Q504	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
167	2006	2008	2010	2012	2018	The Moonstone	Collins, Wilkie	1) core list	NaN	512	English	1800s	NaN	Q2362563	Q210740	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
168	2006	2008	2010	2012	2018	Little Women	Alcott, Louisa May	1) core list	NaN	202	American	1800s	NaN	Q523076	Q185696	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
169	2006	2008	2010	2012	2018	The Idiot	Dostoevsky, Fyodor	1) core list	NaN	148	Russian	1800s	NaN	Q210784	Q991	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
170	2006	2008	2010	2012	2018	Maldoror	Lautréaumont, Comte de	1) core list	NaN	98	French	1800s	NaN	Q1213025	Q294181	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
171	2006	2008	2010	2012	2018	Phineas Finn	Trollope, Anthony	1) core list	NaN	586	English	1800s	NaN	Q7186349	Q318399	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
172	2006	2008	2010	2012	2018	Sentimental Education	Flaubert, Gustave	1) core list	NaN	660	French	1800s	NaN	Q1212285	Q43444	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
173	2006	2008	2010	2012	2018	War and Peace	Tolstoy, Leo	1) core list	NaN	582	Russian	1800s	NaN	Q161531	Q7243	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
174	2006	NaN	NaN	NaN	NaN	He Knew He Was Right	Trollope, Anthony	2) Deleted 2008	NaN	868	English	1800s	NaN	Q5688834	Q318399	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
175	2006	2008	2010	2012	2018	King Lear of the Steppes	Turgenev, Ivan	1) core list	NaN	1177	Russian	1800s	NaN	Q3548983	Q42831	NaN	NaN	NaN	Oryol	NaN	NaN	NaN
176	2006	2008	2010	2012	2018	Through the Looking Glass	Carroll, Lewis	1) core list	NaN	143	English	1800s	NaN	Q220331	Q38082	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
177	2006	2008	2010	2012	2018	Middlemarch	Eliot, George	1) core list	NaN	631	English	1800s	NaN	Q313129	Q131333	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
178	2006	2008	2010	2012	2018	Spring Torrents	Turgenev, Ivan	1) core list	NaN	405	Russian	1800s	NaN	Q1826666	Q42831	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
179	2006	2008	2010	2012	2018	Erewhon	Butler, Samuel	1) core list	NaN	1211	English	1800s	NaN	Q1350048	Q312829	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
180	2006	2008	2010	2012	2018	The Devils	Dostoevsky, Fyodor	1) core list	NaN	86	Russian	1800s	NaN	Q329989	Q991	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
181	2006	2008	2010	2012	2018	In a Glass Darkly	Le Fanu, Sheridan	1) core list	NaN	643	Irish	1800s	NaN	Q6011356	Q326467	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
182	2006	2008	2010	2012	2018	Around the World in Eighty Days	Verne, Jules	1) core list	NaN	344	French	1800s	NaN	Q1219561	Q33977	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
183	2006	2008	2010	2012	2018	The Enchanted Wanderer	Leskov, Nikolai	1) core list	NaN	505	Russian	1800s	NaN	Q4340655	Q209004	NaN	NaN	Russian Empire	NaN	2017370	60.0	100.0
184	2006	2008	2010	2012	2018	Far from the Madding Crowd	Hardy, Thomas	1) core list	NaN	394	English	1800s	NaN	Q5642996	Q132805	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
185	2006	NaN	NaN	NaN	NaN	The Temptation of Saint Anthony	Flaubert, Gustave	2) Deleted 2008	NaN	698	French	1800s	NaN	Q1217245	Q43444	NaN	NaN	France	NaN	3017382	46.0	2.0
186	2006	NaN	NaN	NaN	NaN	The Hand of Ethelberta	Hardy, Thomas	2) Deleted 2008	NaN	1030	Engliish	1800s	NaN	Q2661231	Q132805	NaN	NaN	NaN	Dorchester	NaN	NaN	NaN
187	2006	NaN	NaN	NaN	NaN	Daniel Deronda	Eliot, George	2) Deleted 2008	NaN	808	English	1800s	NaN	Q552238	Q131333	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
188	2006	NaN	NaN	NaN	NaN	Virgin Soil	Turgenev, Ivan	2) Deleted 2008	NaN	763	Russian	1800s	NaN	Q3518729	Q42831	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
189	NaN	2008	2010	2012	2018	Pepita Jimenez	Valera, Juan	3) Added 2008	NaN	1114	NaN	1800s	NaN	Q5562244	Juan Valera	Spain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-ES	NaN	NaN	2510769	40.0	-4.0
190	NaN	2008	2010	2012	2018	The Crime of Father Amaro	Eça de Queirós, José Maria 	3) Added 2008	NaN	265	NaN	1800s	NaN	Q3282044	Q316327	Portugal	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-PT	NaN	NaN	2264397	39.6945	-8.13057
191	2006	2008	2010	2012	2018	Drunkard	Zola, Émile	1) core list	L'assomoir	318	French	1800s	NaN	Q1197590	Q504	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
192	2006	2008	2010	2012	2018	Anna Karenina	Tolstoy, Leo	1) core list	NaN	483	Russian	1800s	NaN	Q147787	Q7243	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
193	2006	NaN	NaN	NaN	NaN	Return of the Native	Hardy, Thomas	2) Deleted 2008	NaN	589	English	1800s	NaN	Q141568	Q132805	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
194	NaN	2008	2010	2012	2018	Martin Fierro	Hernandez, Jose	3) Added 2008	NaN	852	NaN	1800s	NaN	Q832330	Q377623	Argentina	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-AR	NaN	NaN	3865483	-34.0	-64.0
195	2006	2008	2010	2012	2018	The Red Room	Strindberg, August	1) core list	Röda rummet  	1202	Swedish	1800s	NaN	Q178563	Q7724	Sweden	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-SE	NaN	NaN	2661886	62.0	15.0
196	2006	NaN	NaN	NaN	NaN	The Brothers Karamazov	Dostoevsky, Fyodor	2) Deleted 2008	NaN	59	Russian	1800s	NaN	Q183157	Q991	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
197	2006	2008	2010	2012	2018	Ben-Hur	Wallace, Lew	1) core list	NaN	362	American	1800s	NaN	Q816528	Q357102	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
198	2006	2008	2010	2012	2018	Nana	Zola, Émile	1) core list	NaN	662	French	1800s	NaN	Q1138346	Q504	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
199	2006	2008	2010	2012	2018	The Portrait of a Lady	James, Henry	1) core list	NaN	910	American	1800s	NaN	Q861017	Q170509	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
200	2006	2008	2010	2012	2018	The House by the Medlar Tree	Verga, Giovanni	1) core list	I Malavoglia	1091	Italian	1800s	NaN	Q2356529	Q271814	NaN	NaN	Italy	NaN	3175395	42.83333	12.83333
201	NaN	2008	2010	2012	2018	The Posthumous Memoirs of Bras Cubas	Machado de Assis, Joaquim Maria	3) Added 2008	Epitaph of a Small Winner	26	Brazilian	1800s	NaN	Q1464493	Q311145	Brazil	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-BR	NaN	NaN	3469034	-10.0	-55.0
202	2006	2008	2010	2012	2018	Bouvard and Pécuchet	Flaubert, Gustave	1) core list	NaN	605	French	1800s	NaN	Q728104	Q43444	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
203	2006	2008	2010	2012	2018	Treasure Island	Stevenson, Robert Louis	1) core list	NaN	522	Scottish	1800s	NaN	Q185118	Q1512	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
204	2006	2008	2010	2012	2018	A Woman’s Life	Maupassant, Guy de	1) core list	Une vie	536	French	1800s	NaN	Q249242	Q9327	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
205	2006	2008	2010	2012	2018	The Death of Ivan Ilyich	Tolstoy, Leo	1) core list	NaN	92	Russian	1800s	NaN	Q396602	Q7243	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
206	2006	2008	2010	2012	2018	Against the Grain	Huysmans, Joris-Karl	1) core list	NaN	484	French	1800s	NaN	Q105872353	Q210798	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
207	NaN	2008	2010	2012	2018	The Regent's Wife	Alas, Leopoldo	3) Added 2008	NaN	792	NaN	1800s	NaN	Q1784466	Q312747	Spain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-ES	NaN	NaN	2510769	40.0	-4.0
