ID	2006 list	2008 list	2010 list	2012 list	2018 list	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID	Author Wikidata ID	GND Arealabel	GND Areacode	P495	P19	Geonames ID	Latitude	Longitude
257	NaN	2008	2010	2012	2018	As a Man Grows Older	Svevo, Italo	3) Added 2008	Senilità	1083	Italian	1800s	NaN	Q3955313	Q216478	Italy	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-IT	NaN	NaN	3175395	42.83333	12.83333
258	NaN	2008	2010	2012	2018	Dom Casmurro	Machado de Assis, Joaquim Maria	3) Added 2008	NaN	19	NaN	1800s	NaN	Q1236531	Q311145	Brazil	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-BR	NaN	NaN	3469034	-10.0	-55.0
259	2006	2008	2010	2012	2018	The Awakening	Chopin, Kate	1) core list	NaN	826	American	1800s	NaN	Q1567505	Q230476	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
260	2006	2008	2010	2012	2018	The Stechlin	Fontane, Theodor	1) core list	NaN	1007	German	1800s	NaN	Q1197130	Q76632	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
261	NaN	2008	2010	2012	2018	Eclipse of the Crescent Moon	Gardonyi, Geza	3) Added 2008	NaN	822	NaN	1800s	NaN	Q987956	Q221903	NaN	NaN	NaN	Agárdpuszta	NaN	NaN	NaN
262	2006	2008	2010	2012	2018	Some Experiences of an Irish R.M.	Somerville and Ross	1) core list	NaN	1017	Irish	1800s	NaN	Q124091969	Q7369633	NaN	NaN	NaN	London	NaN	NaN	NaN
263	NaN	2008	2010	2012	2018	Sandokan: The Tigers of Mompracem	Salgari, Emilio	3) Added 2008	Le tigri di Mompracem  	732	Italian	1900s	NaN	Q1248151	Q309786	NaN	NaN	Africa	NaN	6255146	7.1881	21.09375
264	2006	2008	2010	2012	2018	Sister Carrie	Dreiser, Theodore	1) core list	NaN	848	American	1900s	NaN	Q1286961	Q486096	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
265	2006	NaN	NaN	NaN	NaN	Lord Jim	Conrad, Joseph	2) Deleted 2008	NaN	991	English	1900s	NaN	Q727408	Q82925	Poland	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-PL	NaN	NaN	798544	52.0	20.0
266	NaN	2008	2010	2012	2018	None but the Brave	Schnitzler, Arthur	3) Added 2008	Lieutenant Gustl  	992	NaN	1900s	NaN	Q1821658	Q44331	Austria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-AT	NaN	NaN	2782113	47.33333	13.33333
267	2006	2008	2010	2012	2018	Kim	Kipling, Rudyard	1) core list	NaN	791	English	1900s	NaN	Q589868	Q34743	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
268	2006	2008	2010	2012	2018	Buddenbrooks	Mann, Thomas	1) core list	NaN	225	German	1900s	NaN	Q326909	Q37030	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
269	2006	2008	2010	2012	2018	The Hound of the Baskervilles	Doyle, Arthur Conan	1) core list	NaN	95	English	1900s	NaN	Q45192	Q35610	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
270	2006	2008	2010	2012	2018	Heart of Darkness	Conrad, Joseph	1) core list	NaN	1063	English	1900s	NaN	Q129778	Q82925	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
271	2006	2008	2010	2012	2018	The Wings of the Dove	James, Henry	1) core list	NaN	844	American	1900s	NaN	Q1557588	Q170509	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
272	2006	2008	2010	2012	2018	The Immoralist	Gide, André	1) core list	NaN	961	French	1900s	NaN	Q174626	Q47484	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
273	2006	2008	2010	2012	2018	The Ambassadors	James, Henry	1) core list	NaN	997	American	1900s	NaN	Q650571	Q170509	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
274	2006	NaN	NaN	NaN	NaN	The Golden Bowl	James, Henry	2) Deleted 2008	NaN	814	American	1900s	NaN	Q1248585	Q170509	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
275	2006	2008	2010	2012	2018	The Riddle of the Sands	Childers, Erskine	1) core list	NaN	980	Irish	1900s	NaN	Q1170204	Q356450	Ireland	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-IE	NaN	NaN	2963597	53.0	-8.0
276	NaN	2008	2010	2012	2018	The Call of the Wild	London, Jack	3) Added 2008	NaN	412	American	1900s	NaN	Q476871	Q45765	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
277	NaN	2008	2010	2012	2018	Memoirs of my Nervous Illness	Schreber, Daniel Paul	3) Added 2008	Denkwürdigkeiten eines Nervenkranken  	393	NaN	1900s	NaN	NaN	Q62468	NaN	NaN	NaN	NaN	NaN	NaN	NaN
278	NaN	2008	2010	2012	2018	The Way of All Flesh	Butler, Samuel	3) Added 2008	NaN	981	English	1900s	NaN	Q255074	Q258766	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
279	2006	2008	2010	2012	2018	Hadrian the Seventh	Rolfe, Frederick	1) core list	NaN	1206	English	1900s	NaN	Q5638060	Q1289140	NaN	NaN	NaN	London	NaN	NaN	NaN
280	2006	2008	2010	2012	2018	Nostromo	Conrad, Joseph	1) core list	NaN	613	English	1900s	NaN	Q430248	Q82925	Poland	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-PL	NaN	NaN	798544	52.0	20.0
281	2006	NaN	NaN	NaN	NaN	Where Angels Fear to Tread	Forster, E.M.	2) Deleted 2008	NaN	874	English	1900s	NaN	Q7993159	Q189119	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
282	2006	2008	2010	2012	2018	The House of Mirth	Wharton, Edith	1) core list	NaN	350	American	1900s	NaN	Q6474536	Q276032	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
283	2006	2008	2010	2012	2018	Professor Unrat	Mann, Heinrich	1) core list	NaN	891	German	1900s	NaN	Q457481	Q76480	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
284	NaN	2008	2010	2012	2018	Solitude	Catala, Victor	3) Added 2008	NaN	774	NaN	1900s	NaN	Q3312480	Q2914475	NaN	NaN	NaN	L'Escala	NaN	NaN	NaN
285	2006	2008	2010	2012	2018	Young Törless	Musil, Robert	1) core list	NaN	648	Austrian	1900s	NaN	Q1112285	Q78487	Austria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-AT	NaN	NaN	2782113	47.33333	13.33333
286	2006	2008	2010	2012	2018	The Forsyte Saga	Galsworthy, John	1) core list	NaN	271	English	1900s	NaN	Q735319	Q82248	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
287	2006	2008	2010	2012	2018	The Jungle	Sinclair, Upton	1) core list	NaN	720	American	1900s	NaN	Q260205	Q216134	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
288	2006	2008	2010	2012	2018	The Secret Agent	Conrad, Joseph	1) core list	NaN	983	English	1900s	NaN	Q1247666	Q82925	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
289	2006	2008	2010	2012	2018	Mother	Gorky, Maxim	1) core list	NaN	391	Russian	1900s	NaN	Q169632	Q12706	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
290	2006	2008	2010	2012	2018	The House on the Borderland	Hodgson, William Hope	1) core list	NaN	864	English	1900s	NaN	Q740473	Q919277	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
291	2006	2008	2010	2012	2018	The Old Wives’ Tale	Bennett, Arnold	1) core list	NaN	799	English	1900s	NaN	Q7754941	Q314158	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
292	2006	NaN	NaN	NaN	NaN	The Iron Heel	London, Jack	2) Deleted 2008	NaN	782	American	1900s	NaN	Q2465752	Q45765	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
293	2006	2008	2010	2012	2018	The Inferno	Barbusse, Henri	1) core list	NaN	942	French	1900s	NaN	Q5706510	Q18404	NaN	NaN	France	NaN	3017382	46.0	2.0
294	2006	NaN	NaN	NaN	NaN	Tono-Bungay	Wells, H.G.	2) Deleted 2008	NaN	1208	English	1900s	NaN	Q1535422	Q42511	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
295	2006	2008	2010	2012	2018	A Room With a View	Forster, E.M.	1) core list	NaN	295	English	1900s	NaN	Q120288	Q189119	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
296	2006	2008	2010	2012	2018	Strait is the Gate	Gide, André	1) core list	NaN	957	French	1900s	NaN	Q27463	Q47484	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
297	2006	NaN	NaN	NaN	NaN	Martin Eden	London, Jack	2) Deleted 2008	NaN	9	American	1900s	NaN	Q1317839	Q45765	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
298	2006	NaN	NaN	NaN	NaN	Three Lives	Stein, Gertrude	2) Deleted 2008	NaN	1260	American	1900s	NaN	Q7797597	Q188385	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
299	NaN	2008	2010	2012	2018	The Notebooks of Malte Laurids Brigge	Rilke, Rainer Maria	3) Added 2008	NaN	209	NaN	1900s	NaN	Q968544	Q76483	Austria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-AT	NaN	NaN	2782113	47.33333	13.33333
300	2006	2008	2010	2012	2018	Howards End	Forster, E.M.	1) core list	NaN	278	English	1900s	NaN	Q1146642	Q189119	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
301	2006	2008	2010	2012	2018	Impressions of Africa	Roussel, Raymond	1) core list	NaN	678	French	1900s	NaN	Q3149476	Q462662	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
302	2006	2008	2010	2012	2018	Fantômas	Allain, Marcel	1) core list	NaN	959	French	1900s	NaN	Q16635857	Q971735	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
303	2006	2008	2010	2012	2018	Ethan Frome	Wharton, Edith	1) core list	NaN	1096	American	1900s	NaN	Q5402934	Q276032	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
304	2006	2008	2010	2012	2018	The Charwoman’s Daughter	Stephens, James	1) core list	NaN	1194	Irish	1900s	NaN	NaN	Q508101	NaN	NaN	NaN	NaN	NaN	NaN	NaN
305	2006	2008	2010	2012	2018	Death in Venice	Mann, Thomas	1) core list	NaN	668	German	1900s	NaN	Q828296	Q37030	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
306	2006	2008	2010	2012	2018	Sons and Lovers	Lawrence, D.H.	1) core list	NaN	1022	English	1900s	NaN	Q80771	Q34970	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
307	2006	2008	2010	2012	2018	The Ragged Trousered Philanthropists	Tressell, Robert	1) core list	NaN	488	Irish	1900s	NaN	Q7759270	Q7350472	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
308	NaN	2008	2010	2012	2018	Platero and I	Jiménez, Juan Ramón	3) Added 2008	Platero y yo  	570	Spanish	1900s	NaN	Q2916224	Q131318	Spain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-ES	NaN	NaN	2510769	40.0	-4.0
309	2006	2008	2010	2012	2018	Tarzan of the Apes	Burroughs, Edgar Rice	1) core list	NaN	448	American	1900s	NaN	Q655296	Q148234	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
310	2006	NaN	NaN	NaN	NaN	Rosshalde	Hesse, Herman	2) Deleted 2008	NaN	784	German	1900s	NaN	Q2171354	Q25973	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
311	2006	2008	2010	2012	2018	Locus Solus	Roussel, Raymond	1) core list	NaN	238	French	1900s	NaN	Q2913641	Q462662	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
312	2006	2008	2010	2012	2018	Kokoro	Natsume, Soseki 	1) core list	NaN	232	Japanese	1900s	NaN	Q2623003	Q180903	Japan	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XB-JP	NaN	NaN	1861060	35.68536	139.75309
313	2006	2008	2010	2012	2018	The Thirty-Nine Steps	Buchan, John	1) core list	NaN	863	Scottish	1900s	NaN	Q2609365	Q333004	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
314	2006	2008	2010	2012	2018	The Rainbow	Lawrence, D.H.	1) core list	NaN	941	English	1900s	NaN	Q3288936	Q34970	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
315	2006	2008	2010	2012	2018	Of Human Bondage	Maugham, W. Somerset	1) core list	NaN	220	English	1900s	NaN	Q1195793	Q134942	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
316	2006	NaN	NaN	NaN	NaN	The Voyage Out	Woolf, Virginia	2) Deleted 2008	NaN	770	English	1900s	NaN	Q599198	Q40909	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
317	2006	2008	2010	2012	2018	The Good Soldier	Ford, Ford Madox	1) core list	NaN	802	English	1900s	NaN	Q767802	Q537112	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
318	2006	2008	2010	2012	2018	Rashomon	Akutagawa, Ryunosuke 	1) core list	NaN	125	Japanese	1900s	NaN	Q1076912	Q186326	Japan	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XB-JP	NaN	NaN	1861060	35.68536	139.75309
319	2006	2008	2010	2012	2018	Under Fire	Barbusse, Henri	1) core list	NaN	767	French	1900s	NaN	Q1167837	Q18404	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
320	2006	2008	2010	2012	2018	A Portrait of the Artist as a Young Man	Joyce, James	1) core list	NaN	935	Irish	1900s	NaN	Q465360	Q6882	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
321	2006	NaN	NaN	NaN	NaN	Bunner Sisters	Wharton, Edith	2) Deleted 2008	NaN	877	American	1900s	NaN	Q56064179	Q276032	NaN	NaN	NaN	New York City	NaN	NaN	NaN
322	NaN	2008	2010	2012	2018	The Underdogs	Azuela, Mariano	3) Added 2008	Los de abajo  	885	NaN	1900s	NaN	Q3890709	Q355676	NaN	NaN	Mexico	NaN	3996063	23.0	-102.0
323	NaN	2008	2010	2012	2018	Pallieter	Timmermans, Felix	3) Added 2008	NaN	1261	NaN	1900s	NaN	Q21465365	Q713284	Belgium	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-BE	NaN	NaN	2802361	50.75	4.5
324	NaN	2008	2010	2012	2018	The Home and the World	Tagore, Rabindranath	3) Added 2008	NaN	614	NaN	1900s	NaN	Q7740074	Q7241	India	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XB-IN	NaN	NaN	1269750	22.0	79.0
325	2006	2008	2010	2012	2018	Growth of the Soil	Hamsun, Knut	1) core list	NaN	199	Norwegian	1900s	NaN	Q2266122	Q40826	Norway	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-NO	NaN	NaN	3144096	62.0	10.0
326	2006	NaN	NaN	NaN	NaN	Summer	Wharton, Edith	2) Deleted 2008	NaN	804	American	1900s	NaN	Q7637251	Q276032	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
327	2006	NaN	NaN	NaN	NaN	The Shadow Line	Conrad, Joseph	2) Deleted 2008	NaN	768	English	1900s	NaN	Q1120858	Q82925	Poland	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-PL	NaN	NaN	798544	52.0	20.0
328	2006	2008	2010	2012	2018	The Return of the Soldier	West, Rebecca	1) core list	NaN	769	English	1900s	NaN	Q7760466	Q236669	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
329	2006	2008	2010	2012	2018	Tarr	Lewis, Wyndham	1) core list	NaN	1245	Canadian	1900s	NaN	Q3515799	Q780102	NaN	NaN	NaN	Amherst	NaN	NaN	NaN
330	2006	NaN	NaN	NaN	NaN	Night and Day	Woolf, Virginia	2) Deleted 2008	NaN	857	English	1900s	NaN	Q1610831	Q40909	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
331	NaN	2008	2010	2012	2018	Storm of Steel	Junger, Ernst	3) Added 2008	NaN	142	NaN	1900s	NaN	Q1660671	Q76727	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
332	2006	2008	2010	2012	2018	Women in Love	Lawrence, D.H.	1) core list	NaN	922	English	1900s	NaN	Q2443714	Q34970	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
333	2006	2008	2010	2012	2018	Main Street	Lewis, Sinclair	1) core list	NaN	762	American	1900s	NaN	Q6736091	Q123469	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
334	2006	2008	2010	2012	2018	The Age of Innocence	Wharton, Edith	1) core list	NaN	354	American	1900s	NaN	Q1045464	Q276032	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
335	2006	2008	2010	2012	2018	Crome Yellow	Huxley, Aldous	1) core list	NaN	1099	English	1900s	NaN	Q5187582	Q81447	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
336	2006	NaN	NaN	NaN	NaN	The Fox	Lawrence, D.H.	2) Deleted 2008	NaN	1155	English	1900s	NaN	Q7735094	Q34970	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
337	NaN	2008	2010	2012	2018	Life of Christ	Papini, Giovanni	3) Added 2008	NaN	1112	NaN	1900s	NaN	Q3891578	Q529858	NaN	NaN	Italy	NaN	3175395	42.83333	12.83333
338	2006	2008	2010	2012	2018	Ulysses	Joyce, James	1) core list	NaN	958	Irish	1900s	NaN	Q6511	Q6882	NaN	NaN	Republic of Ireland	NaN	2963597	53.0	-8.0
339	2006	2008	2010	2012	2018	Babbitt	Lewis, Sinclair	1) core list	NaN	902	American	1900s	NaN	Q1107000	Q123469	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
340	2006	NaN	NaN	NaN	NaN	Aaron’s Rod	Lawrence, D.H.	2) Deleted 2008	NaN	1286	English	1900s	NaN	Q4661765	Q34970	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
341	2006	NaN	NaN	NaN	NaN	The Last Days of Humanity	Kraus, Karl	2) Deleted 2008	NaN	427	Czech/Austrian	1900s	NaN	Q1218953	Q44328	Austria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-AT	NaN	NaN	2782113	47.33333	13.33333
342	NaN	2008	2010	2012	2018	Claudine's House	Colette	3) Added 2008	NaN	1014	French	1900s	NaN	Q3210354	Q218679	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
343	2006	2008	2010	2012	2018	Life and Death of Harriett Frean	Sinclair, May	1) core list	NaN	1103	English	1900s	NaN	Q19572638	Q1131497	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
344	2006	NaN	NaN	NaN	NaN	The Glimpses of the Moon	Wharton, Edith	2) Deleted 2008	NaN	627	American	1900s	NaN	Q30717034	Q276032	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
345	NaN	2008	2010	2012	2018	The Forest of the Hanged	Rebreanu, Liviu	3) Added 2008	NaN	342	NaN	1900s	NaN	Q15731603	Q462220	Romania	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RO	NaN	NaN	798549	46.0	25.0
346	2006	2008	2010	2012	2018	Siddhartha	Hesse, Herman	1) core list	NaN	162	German	1900s	NaN	Q457289	Q25973	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
347	2006	NaN	NaN	NaN	NaN	Jacob’s Room	Woolf, Virginia	2) Deleted 2008	NaN	1043	English	1900s	NaN	Q1677745	Q40909	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
348	2006	2008	2010	2012	2018	The Enormous Room	Cummings, E.E.	1) core list	NaN	790	American	1900s	NaN	Q2389737	Q298703	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
349	2006	NaN	NaN	NaN	NaN	The Garden Party	Mansfield, Katherine	2) Deleted 2008	NaN	457	New Zealand	1900s	NaN	Q7735827	Q270632	NaN	NaN	NaN	Wellington	NaN	NaN	NaN
350	NaN	2008	2010	2012	2018	Kristin Lavransdatter	Undset, Sigrid	3) Added 2008	NaN	230	NaN	1900s	NaN	Q1755757	Q80889	Norway	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-NO	NaN	NaN	3144096	62.0	10.0
351	2006	2008	2010	2012	2018	Amok	Zweig, Stefan	1) core list	NaN	70	Austrian	1900s	NaN	Q675609	Q78491	Austria	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-AT	NaN	NaN	2782113	47.33333	13.33333
352	2006	NaN	NaN	NaN	NaN	Antic Hay	Huxley, Aldous	2) Deleted 2008	NaN	1184	English	1900s	NaN	Q4774579	Q81447	NaN	NaN	United Kingdom	NaN	2635167	54.75844	-2.69531
353	2006	NaN	NaN	NaN	NaN	Cane	Toomer, Jean	2) Deleted 2008	NaN	416	American	1900s	NaN	Q3655399	Q1277467	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
354	2006	2008	2010	2012	2018	The Devil in the Flesh	Radiguet, Raymond	1) core list	NaN	794	French	1900s	NaN	Q371371	Q333615	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
355	2006	2008	2010	2012	2018	Zeno’s Conscience	Svevo, Italo	1) core list	La coscienza di Zeno	653	Italian	1900s	NaN	Q2630581	Q216478	Italy	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-IT	NaN	NaN	3175395	42.83333	12.83333
356	2006	2008	2010	2012	2018	A Passage to India	Forster, E.M.	1) core list	NaN	861	English	1900s	NaN	Q622303	Q189119	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
357	2006	2008	2010	2012	2018	We	Zamyatin, Yevgeny	1) core list	NaN	322	Russian	1900s	NaN	Q83799	Q204868	Russia (Federation)	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-RU	NaN	NaN	2017370	60.0	100.0
358	2006	2008	2010	2012	2018	The Magic Mountain	Mann, Thomas	1) core list	NaN	221	German	1900s	NaN	Q212898	Q37030	Germany	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-DE	NaN	NaN	2921044	51.5	10.5
359	2006	2008	2010	2012	2018	The Green Hat	Arlen, Michael	1) core list	NaN	1269	Bulgarian	1900s	NaN	Q105043808	Q115683	NaN	NaN	NaN	Ruse	NaN	NaN	NaN
360	2006	NaN	NaN	NaN	NaN	Billy Budd, Foretopman	Melville, Herman	2) Deleted 2008	NaN	1249	American	1900s	NaN	Q863037	Q4985	NaN	NaN	United States of America	NaN	6252001	39.76	-98.5
361	NaN	2008	2010	NaN	NaN	The New World	Heruy Wolde Selassie	6) Deleted 2012	NaN	1317	NaN	1900s	NaN	NaN	Q3134389	NaN	NaN	NaN	NaN	NaN	NaN	NaN
362	2006	2008	2010	2012	2018	The Professor’s House	Cather, Willa	1) core list	NaN	723	American	1900s	NaN	Q7758486	Q229480	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
363	2006	2008	2010	2012	2018	The Artamonov Business	Gorky, Maxim	1) core list	NaN	1094	Russian	1900s	NaN	Q5704466	Q12706	NaN	NaN	NaN	Nizhny Novgorod	NaN	NaN	NaN
364	2006	2008	2010	2012	2018	The Trial	Kafka, Franz	1) core list	NaN	239	Czech/Austrian	1900s	NaN	Q36097	Q905	Czech Republic	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-CZ	NaN	NaN	3077311	49.75	15.0
365	2006	2008	2010	2012	2018	The Counterfeiters	Gide, André	1) core list	NaN	629	French	1900s	NaN	Q276722	Q47484	France	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-FR	NaN	NaN	3017382	46.0	2.0
366	2006	2008	2010	2012	2018	The Great Gatsby	Fitzgerald, F. Scott	1) core list	NaN	313	American	1900s	NaN	Q214371	Q93354	United States	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XD-US	NaN	NaN	6252001	39.76	-98.5
367	2006	2008	2010	2012	2018	Mrs. Dalloway	Woolf, Virginia	1) core list	NaN	537	English	1900s	NaN	Q752584	Q40909	Great Britain	https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-GB	NaN	NaN	2635167	54.75844	-2.69531
