ID	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID
1280		2008	2010	2012	2018		Half of a Yellow Sun	Adichie, Chimamanda Ngozi	3) Added 2008		22		2000s		Q3235393
1281		2008					The Reluctant Fundamentalist	Hamid, Mohsin	4) Deleted 2010		707		2000s		Q597545
1282		2008	2010				Falling Man	DeLillo, Don	6) Deleted 2012		1230	American	2000s		Q1394629
1283		2008					Animal's People	Sinha, Indra	4) Deleted 2010		598		2000s		Q4764735
1284			2010	2012	2018		The Brief Wondrous Life of Oscar Wao	Díaz, Junot	5) Added 2010		409		2000s		Q2551789
1285			2010	2012			The Blind Side of the Heart	Franck, Julia	5) Added 2010		1196		2000s		Q1214843
1286			2010	2012	2018		The Gathering	Enright, Anne	5) Added 2010		1263	Canadian?	2000s		Q3824774
1287			2010	2012			Kieron Smith, boy	Kelman, James	5) Added 2010		1226		2000s		Q16386544
1288			2010	2012	2018		Home	Robinson, Marilynne	5) Added 2010		274		2000s		Q13636457
1289			2010	2012	2018		The White Tiger	Adiga, Aravind	5) Added 2010		728		2000s		Q2301826
1290			2010	2012	2018		Cost	Robinson, Roxana	5) Added 2010		1088		2000s		
1291			2010	2012	2018		American Rust	Meyer, Philipp	5) Added 2010		878		2000s		Q4744868
1292			2010				Invisible	Auster, Paul	6) Deleted 2012		871	American	2000s		Q1584652
1293			2010	2012			The Children's Book	Byatt, A.S.	5) Added 2010		1011	English	2000s		Q4159424
1294			2010	2012	2018		Elegance of the Hedgehog	Barbery, Muriel	5) Added 2010	L'elegance du herisson	680	French	2000s		Q1212133
1295				2012	2018		The History of Love	Krauss, Nicole	7) Added 2012		349		2000s		Q5237708
1296				2012	2018		1Q84	Murakami, Haruki	8) Deleted 2018*		716		2000s	* in some editions	Q208971
1297				2012	2018		A Gate at the Stairs	Moore, Lorrie	7) Added 2012		1252		2000s		Q4656935
1298				2012	2018		Cain	Saramago, Jose 	8) Deleted 2018*		347		2000s	* in some editions	Q2436699
1299				2012	2018		A Visit from the Goon Squad	Egan, Jennifer	7) Added 2012		839		2000s		Q213300
1300				2012	2018		Freedom	Franzen, Jonathan	7) Added 2012		815		2000s		Q724340
1301				2012	2018		Nemesis	Roth, Philip	7) Added 2012		651		2000s		Q1977121
1302				2012	2018		The Sense of an Ending	Barnes, Julian	7) Added 2012		657		2000s		Q1331310
1303				2012			There But For The	Smith, Ali	8) Deleted 2018		1144	Scottish	2000s		Q7782693
1304				2012	2018		The Art of Fielding	Harbach, Chad	7) Added 2012		359		2000s		Q5543508
1305				2012	2018		The Marriage Plot	Eugenides, Jeffrey	7) Added 2012		1108		2000s		Q3824677
1306					2018		The Flamethrowers	Kushner, Rachel	9) Added 2018		1080	American	2000s		Q16993449
1307					2018		Americanah	Adichie, Chimamanda Ngozi	9) Added 2018		29	Nigerian	2000s		Q16154159
1308					2018		A Girl is a Half-Formed Thing	McBride, Eimear	9) Added 2018		1062	Irish	2000s		Q18349573
1309					2018		The Goldfinch	Tartt, Donna	9) Added 2018		621	American	2000s		Q15080194
1310					2018		The Circle	Eggers, Dave	9) Added 2018		1139	American	2000s		Q16385288
1311					2018		H is for Hawk	Macdonald, Helen	9) Added 2018		733	English	2000s		Q19902675
1312					2018		10:04	Lerner, Ben	9) Added 2018		793	American	2000s		Q19364452
1313					2018		The Story of the Lost Child	Ferrante, Elena	9) Added 2018		12	Italian	2000s		Q55517827
1314					2018		H(A)PPY	Barker, Nicola	9) Added 2018		1233	English	2000s		
1315					2018		Winter	Smith, Ali	9) Added 2018		421	Scottish	2000s		Q103936491
1316				2012	2018		Gentlemen Prefer Blondes	Loos, Anita	7) Added 2012*			American	1900s	* in some editions	Q1248760
1317					2018		Tyll	Kehlmann, Daniel	9) Added 2018*			German	2000s	* in some editions	Q47494332
1318					2018		Night Boat to Tangier	Barry, Kevin	9) Added 2018*			Irish	2000s	* in some editions	Q85789102
