ID	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Book Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work Wikidata ID	Author Wikidata ID	Work QRank	Author QRank	Work Sitelinks	Author Sitelinks
1	2006						Aesop’s Fables	Aesopus	2) Deleted 2008		174	Greek	pre-1700s		Q865902	Q43423	871410	1246432	52	100
2	2006						Metamorphoses	Ovid	2) Deleted 2008		368	Roman	pre-1700s		Q184742	Q7198	868100	1059672	61	134
3	2006						Chaireas and Kallirhoe	Chariton	2) Deleted 2008		1136		pre-1700s		Q2972092	Q434567	17972	13562	10	23
4	2006						An Ethiopian Romance	Heliodorus	2) Deleted 2008	Aithiopika	1164	Syrian	pre-1700s		Q2657860	Q313011	26599	25414	12	30
5	2006	2008	2010	2012	2018		The Thousand and One Nights	Anonymous	1) core list		525	Arabian	pre-1700s		Q8258	Q4233718	3015976	61352	130	9
6		2008	2010	2012	2018		The Tale of the Bamboo Cutter	Anonymous	3) Added 2008		873		pre-1700s		Q923593	Q4233718	685065	61352	35	9
7		2008	2010	2012	2018		The Tale of Genji	Murasaki, Shikibu	3) Added 2008		1082		pre-1700s		Q8269	Q81731	1196249	2083226	100	142
8		2008	2010	2012	2018		Romance of the Three Kingdoms	Luo, Guanzhong	3) Added 2008		1158		pre-1700s		Q70806	Q264517	1168036	131451	60	34
9		2008	2010	2012	2018		The Water Margin	Shi, Nai'an	3) Added 2008		414		pre-1700s		Q70827	Q1777502	689906	59878	52	26
10		2008	2010	2012	2018		Tirant lo Blanc	Martorell, Joanot	3) Added 2008		1280		pre-1700s		Q559667	Q363836	117025	46049	27	33
11		2008	2010	2012	2018		La Celestina	Rojas, Fernando de	3) Added 2008		1154		pre-1700s		Q583705	Q353841	327985	131213	33	29
12		2008	2010	2012	2018		Amadis of Gaul	Montalvo, Garci Rodríguez de	3) Added 2008		1195		pre-1700s		Q452075	Q723468	152789	28631	25	15
13		2008	2010	2012	2018		The Life of Lazarillo de Tormes	Anonymous	3) Added 2008	La vida del Lazarillo de Tormes	1001		pre-1700s		Q770895	Q4233718	397099	61352	37	9
14	2006	2008	2010	2012	2018		Gargantua and Pantagruel	Rabelais, François	1) core list		1055	French	pre-1700s		Q822290	Q131018	545871	657493	39	90
15		2008	2010	2012	2018		The Lusiads	Camões, Luís de	3) Added 2008		293		pre-1700s		Q781898	Q590	222947	334243	37	86
16		2008	2010	2012	2018		Monkey: Journey to the West	Wu, Cheng'en	3) Added 2008		294		pre-1700s		Q70784	Q228889	1758091	130947	66	50
17	2006						Euphues: The Anatomy of Wit	Lyly, John	2) Deleted 2008		1297	English	pre-1700s		Q5410723	Q261627	21599	47647	3	25
18	2006	2008	2010	2012	2018		The Unfortunate Traveller	Nashe, Thomas	1) core list		1200	English	pre-1700s		Q1588078	Q443042	13649	39830	2	24
19		2008	2010	2012	2018		Thomas of Reading	Deloney, Thomas	3) Added 2008		1307		pre-1700s		Q127500887	Q1530410		3466	0	7
20	2006	2008	2010	2012	2018		The Golden Ass	Apuleius, Lucius	1) core list		465	Roman	pre-1700s		Q1044767	Q170512	302843	259405	31	71
21	2006	2008	2010	2012	2018		Don Quixote	Cervantes Saavedra, Miguel de	1) core list		840	Spanish	pre-1700s		Q480	Q5682	4291046	2272986	123	176
22		2008	2010	2012	2018		The Travels of Persiles and Sigismunda	Cervantes Saavedra, Miguel de	3) Added 2008	Los trabajos de Persiles y Sigismunda	1123	Spanish	pre-1700s		Q2634153	Q5682	27263	2272986	13	176
23		2008	2010	2012	2018		The Conquest of New Spain	Díaz del Castillo, Bernal	3) Added 2008		234		pre-1700s		Q378485	Q315795	68802	145798	10	29
24		2008	2010	2012	2018		The Adventurous Simplicissimus	Grimmelshausen, Hans von	3) Added 2008	Der abenteuerliche Simplicissimus	946		pre-1700s		Q705839	Q31220	123115	62127	24	40
25	2006						The Pilgrim’s Progress	Bunyan, John	2) Deleted 2008		259	English	pre-1700s		Q268211	Q108206	514925	280202	38	54
26	2006	2008	2010	2012	2018		The Princess of Clèves	La Fayette, Madame de	1) core list	La Princess de Clèves	1122	French	pre-1700s		Q1157010	Q237090	254616	109753	19	41
27	2006	2008	2010	2012	2018		Oroonoko	Behn, Aphra	1) core list		1272	English	pre-1700s		Q2453934	Q231886	76264	144178	15	45
28	2006						A Tale of a Tub	Swift, Jonathan	2) Deleted 2008		1005	English	1700s		Q2353123	Q41166	45659	951820	7	97
29	2006	2008	2010	2012	2018		Robinson Crusoe	Defoe, Daniel	1) core list		834	English	1700s		Q483034	Q40946	1890793	893682	85	101
30	2006	2008	2010	2012	2018		Love in Excess	Haywood, Eliza	1) core list		1188	English	1700s		Q1588738	Q1559438	4655	15824	2	14
31	2006	2008	2010	2012	2018		Moll Flanders	Defoe, Daniel	1) core list		1034	English	1700s		Q612523	Q40946	146164	893682	26	101
32	2006						Roxana	Defoe, Daniel	2) Deleted 2008		1147	English	1700s		Q3825485	Q40946	25022	893682	5	101
33	2006	2008	2010	2012	2018		Gulliver’s Travels	Swift, Jonathan	1) core list		990	English	1700s		Q181488	Q41166	1566820	951820	70	97
34	2006	2008	2010	2012	2018		A Modest Proposal	Swift, Jonathan	1) core list		106	English	1700s		Q264143	Q41166	411938	951820	21	97
35	2006	2008	2010	2012	2018		Joseph Andrews	Fielding, Henry	1) core list		1204	English	1700s		Q784226	Q34190	49243	229481	12	49
36	2006	2008	2010	2012	2018		Memoirs of Martinus Scriblerus	Arbuthnot, John et al	1) core list		1090	Irish	1700s		Q2587918	Q435816	1937	19493	3	21
37	2006	2008	2010	2012	2018		Pamela	Richardson, Samuel	1) core list		1299	English	1700s		Q2048624	Q295941	130026	116959	16	44
38	2006	2008	2010	2012	2018		Clarissa	Richardson, Samuel	1) core list		1276	English	1700s		Q980534	Q295941	96638	116959	11	44
39	2006						Roderick Random	Smollett, Tobias George	2) Deleted 2008		1157	English	1700s		Q7712626	Q356283	18173	58403	6	36
40	2006	2008	2010	2012	2018		Tom Jones	Fielding, Henry	1) core list		1023	English	1700s		Q248096	Q34190	374299	229481	29	49
41	2006	2008	2010	2012	2018		Fanny Hill	Cleland, John	1) core list		1186	English	1700s		Q1395765	Q460861	257920	34320	26	26
42	2006	2008	2010	2012	2018		Peregrine Pickle	Smollett, Tobias George	1) core list		1222	Scottish	1700s		Q7712607	Q356283	14810	58403	4	36
43	2006						Amelia	Fielding, Henry	2) Deleted 2008		1171	English	1700s		Q2842656	Q34190	9925	229481	5	49
44	2006	2008	2010	2012	2018		The Female Quixote	Lennox, Charlotte	1) core list		1069	America	1700s		Q1404172	Q441757	15650	11765	2	12
45	2006	2008	2010	2012	2018		Candide	Voltaire	1) core list		565	French	1700s		Q215894	Q9068	935581	3293244	48	171
46	2006	2008	2010	2012	2018		The History of Rasselas, Prince of Abissinia	Johnson, Samuel	1) core list		1084	English	1700s		Q3419875	Q183266	23987	604627	4	73
47	2006	2008	2010	2012	2018		Julie; or, the New Eloise	Rousseau, Jean-Jacques	1) core list		1224	French	1700s		Q129289	Q6527	116731	3600945	22	153
48	2006	2008	2010	2012	2018		Émile; or, On Education	Rousseau, Jean-Jacques	1) core list		1037	French	1700s		Q913599	Q6527	338332	3600945	35	153
49	2006	2008	2010	2012	2018		The Castle of Otranto	Walpole, Horace	1) core list		1223	English	1700s		Q548576	Q309903	214436	189544	21	43
50	2006	2008	2010	2012	2018		The Vicar of Wakefield	Goldsmith, Oliver	1) core list		1052	English	1700s		Q1196205	Q236236	67470	154834	16	48
51	2006	2008	2010	2012	2018		Tristram Shandy	Sterne, Laurence	1) core list		949	English	1700s		Q1164083	Q218960	234736	157080	28	50
52	2006	2008	2010	2012	2018		A Sentimental Journey	Sterne, Laurence	1) core list		1148	English	1700s		Q768792	Q218960	41394	157080	17	50
53	2006	2008	2010	2012	2018		The Man of Feeling	Mackenzie, Henry	1) core list		1266	Scottish	1700s		Q7750109	Q1276720	5232	5565	3	11
54	2006	2008	2010	2012	2018		Humphry Clinker	Smollett, Tobias George	1) core list		1156	Scottish	1700s		Q3203413	Q356283	14425	58403	4	36
55	2006	2008	2010	2012	2018		The Sorrows of Young Werther	Goethe, Johann Wolfgang von	1) core list		778	German	1700s		Q151883	Q5879	1010031	3380565	52	186
56	2006	2008	2010	2012	2018		Evelina	Burney, Fanny	1) core list		938	English	1700s		Q1635110	Q259530	40422	72181	7	35
57	2006	2008	2010	2012	2018		Reveries of a Solitary Walker	Rousseau, Jean-Jacques	1) core list		835	French	1700s		Q129476	Q6527	63433	3600945	9	153
58	2006	2008	2010	2012	2018		Dangerous Liaisons	Laclos, Pierre Choderlos de	1) core list		213	French	1700s		Q862050	Q212476	573324	163873	30	45
59	2006	2008	2010	2012	2018		Confessions	Rousseau, Jean-Jacques	1) core list		1056	French	1700s		Q1207595	Q6527	120442	3600945	23	153
60	2006						Cecilia	Burney, Fanny	2) Deleted 2008		1064	English	1700s		Q3233990	Q259530	10733	72181	5	35
61	2006	2008	2010	2012	2018		The 120 Days of Sodom	Sade, Marquis de	1) core list		1262	French	1700s		Q1210734	Q123867	897498	2022749	28	74
62		2008	2010	2012	2018		Anton Reiser	Moritz, Karl Philipp	3) Added 2008		1051		1700s		Q593385	Q215781	10654	20681	2	22
63	2006	2008	2010	2012	2018		Vathek	Beckford, William Thomas	1) core list		1191	English	1700s		Q54548	Q361026	58935	49649	10	28
64	2006	2008	2010	2012	2018		Justine	Sade, Marquis de	1) core list		1129	French	1700s		Q1329470	Q123867	282170	2022749	22	74
65		2008	2010	2012	2018		A Dream of Red Mansions	Cao, Xueqin	3) Added 2008		201		1700s		Q8265	Q182874	857965	142553	102	48
66	2006	2008	2010	2012	2018		The Adventures of Caleb Williams	Godwin, William	1) core list		1127	English	1700s		Q7784409	Q188569	22566	250640	3	52
67	2006	2008	2010	2012	2018		The Interesting Narrative	Equiano, Olaudah	1) core list		757	Nigerian	1700s		Q7742270	Q379887	54899	250109	5	35
68	2006	2008	2010	2012	2018		The Mysteries of Udolpho	Radcliffe, Ann	1) core list		1209	English	1700s		Q2600909	Q231944	93290	138559	15	51
69	2006	2008	2010	2012	2018		Wilhelm Meister’s Apprenticeship	Goethe, Johann Wolfgang von	1) core list		772	German	1700s		Q1194031	Q5879	128050	3380565	22	186
70	2006	2008	2010	2012	2018		The Monk	Lewis, M.G.	1) core list		694	English	1700s		Q2659564	Q121060	146696	54366	12	35
71	2006	2008	2010	2012	2018		Camilla	Burney, Fanny	1) core list		1054	English	1700s		Q2934813	Q259530	12946	72181	3	35
72	2006	2008	2010	2012	2018		Jacques the Fatalist	Diderot, Denis	1) core list		584	French	1700s		Q945216	Q448	76314	908275	20	98
73	2006	2008	2010	2012	2018		The Nun	Diderot, Denis	1) core list		806	French	1700s		Q1209658	Q448	85280	908275	18	98
74	2006	2008	2010	2012	2018		Hyperion	Hölderlin, Friedrich	1) core list	Hyperion oder Der Eremit in Griechenland	361	German	1700s		Q1190094	Q75889	57383	353510	11	62
75	2006	2008	2010	2012	2018		Castle Rackrent	Edgeworth, Maria	1) core list		1228	English	1800s		Q5050238	Q237575	14175	48741	6	35
76		2008	2010	2012	2018		Henry of Ofterdingen	Novalis	3) Added 2008		948		1800s		Q58178849	Q60684	46941	357870	13	70
77	2006	2008	2010	2012	2018		Rameau’s Nephew	Diderot, Denis	1) core list		1130	French	1800s		Q1336786	Q448	43540	908275	14	98
78	2006	2008	2010	2012	2018		Elective Affinities	Goethe, Johann Wolfgang von	1) core list		781	German	1800s		Q951198	Q5879	153037	3380565	16	186
79	2006						The Absentee	Edgeworth, Maria	2) Deleted 2008		1041	English	1800s		Q7712149	Q237575	3081	48741	2	35
80		2008	2010	2012	2018		Michael Kohlhaas	Kleist, Heinrich von	3) Added 2008		1015		1800s		Q279676	Q28494	141779	311202	18	62
81	2006	2008	2010	2012	2018		Sense and Sensibility	Austen, Jane	1) core list		175	English	1800s		Q274744	Q36322	881538	3602666	47	137
82	2006	2008	2010	2012	2018		Pride and Prejudice	Austen, Jane	1) core list		25	English	1800s		Q170583	Q36322	3625920	3602666	74	137
83	2006	2008	2010	2012	2018		Mansfield Park	Austen, Jane	1) core list		594	English	1800s		Q469690	Q36322	370700	3602666	36	137
84	2006	2008	2010	2012	2018		Emma	Austen, Jane	1) core list		306	English	1800s		Q223880	Q36322	719652	3602666	39	137
85	2006	2008	2010	2012	2018		Rob Roy	Scott, Sir Walter	1) core list		928	Scottish	1800s		Q2156104	Q79025	62686	828923	11	92
86	2006						Ormond	Edgeworth, Maria	2) Deleted 2008		1225	English	1800s		Q7103428	Q237575	945	48741	1	35
87	2006						Persuasion	Austen, Jane	2) Deleted 2008		73	English	1800s		Q333179	Q36322	597597	3602666	39	137
88	2006						Northanger Abbey	Austen, Jane	2) Deleted 2008		530	English	1800s		Q477508	Q36322	347285	3602666	29	137
89	2006	2008	2010	2012	2018		Frankenstein	Shelley, Mary	1) core list		609	English	1800s		Q150827	Q47152	2727204	2339608	74	103
90	2006	2008	2010	2012	2018		Ivanhoe	Scott, Sir Walter	1) core list		813	Scottish	1800s		Q840974	Q79025	694600	828923	39	92
91	2006						The Monastery	Scott, Sir Walter	2) Deleted 2008		1231	Scottish	1800s		Q3224650	Q79025	7672	828923	5	92
92	2006	2008	2010	2012	2018		Melmoth the Wanderer	Maturin, Charles Robert	1) core list		984	Irish	1800s		Q1475956	Q561027	74455	33694	11	23
93	2006						The Albigenses	Maturin, Charles Robert	2) Deleted 2008		1312	Irish	1800s		Q117317300	Q561027	1118	33694	1	23
94		2008	2010	2012	2018		The Life and Opinions of the Tomcat Murr	Hoffmann, E.T.A.	3) Added 2008	Lebensansichten des Katers Murr	529		1800s		Q1314475	Q150471	53676	724571	10	66
95	2006	2008	2010	2012	2018		The Private Memoirs and Confessions of a Justified Sinner	Hogg, James	1) core list		888	Scottish	1800s		Q2992437	Q941810	34643	35255	5	24
96		2008	2010	2012	2018		The Life of a Good-for-Nothing	Eichendorff, Joseph von	3) Added 2008	Aus dem Leben eines Taugenichts	1146		1800s		Q777658	Q77204	55077	168406	7	47
97	2006	2008	2010	2012	2018		Last of the Mohicans	Cooper, James Fenimore	1) core list		837	American	1800s		Q493574	Q167856	773497	382936	45	65
98	2006	2008	2010	2012	2018		The Betrothed	Manzoni, Alessandro	1) core list	I Promessi Sposi	924	Italian	1800s		Q28491	Q1064	414687	531947	29	74
99	2006	2008	2010	2012	2018		The Red and the Black	Stendhal	1) core list		637	French	1800s		Q192649	Q502	656864	777772	44	90
100	2006	2008	2010	2012	2018		The Hunchback of Notre Dame	Hugo, Victor	1) core list		355	French	1800s		Q191380	Q535	1772621	3917537	61	176
101		2008	2010	2012	2018		Eugene Onegin	Pushkin, Alexander	3) Added 2008		120	Russian	1800s		Q50948	Q7200	782865	4027476	57	164
102	2006	2008	2010	2012	2018		Eugénie Grandet	Balzac, Honoré de	1) core list		585	French	1800s		Q1373644	Q9711	164297	1869952	28	110
103	2006	2008	2010	2012	2018		Père Goriot	Balzac, Honoré de	1) core list	Le Père Goriot	567	French	1800s		Q240617	Q9711	480670	1869952	46	110
104	2006	2008	2010	2012	2018		The Nose	Gogol, Nikolay	1) core list		324	Russian	1800s		Q785580	Q43718	161265	2408475	24	107
105	2006	2008	2010	2012	2018		Oliver Twist	Dickens, Charles	1) core list		635	English	1800s		Q164974	Q5686	1616152	4158626	70	162
106	2006						The Life and Adventures of Nicholas Nickleby	Dickens, Charles	2) Deleted 2008		685	English	1800s		Q847642	Q5686	199510	4158626	26	162
107		2008	2010	2012	2018		The Lion of Flanders	Conscience, Hendrik	3) Added 2008		1247		1800s		Q977727	Q378133	22192	28433	6	28
108	2006	2008	2010	2012	2018		The Charterhouse of Parma	Stendhal	1) core list		722	French	1800s		Q1165714	Q502	220656	777772	29	90
109	2006	2008	2010	2012	2018		The Fall of the House of Usher	Poe, Edgar Allan	1) core list		216	American	1800s		Q1197735	Q16867	5690248	6770125	27	145
110		2008	2010	2012	2018		Camera Obscura	Hildebrand	3) Added 2008		1284		1800s		Q2053326	Q537100	8681	12477	1	19
111		2008	2010	2012	2018		A Hero of Our Times	Lermontov, Mikhail Yurevich	3) Added 2008		87		1800s		Q1304649	Q46599	417402	1302194	29	86
112	2006	2008	2010	2012	2018		Dead Souls	Gogol, Nikolay	1) core list		382	Russian	1800s		Q647379	Q43718	578005	2408475	43	107
113	2006						A Christmas Carol	Dickens, Charles	2) Deleted 2008		118	English	1800s		Q62879	Q5686	1876225	4158626	62	162
114	2006	2008	2010	2012	2018		Lost Illusions	Balzac, Honoré de	1) core list		203	French	1800s		Q2092894	Q9711	274514	1869952	22	110
115	2006	2008	2010	2012	2018		The Pit and the Pendulum	Poe, Edgar Allan	1) core list		39	American	1800s		Q379449	Q16867	412273	6770125	26	145
116	2006						Martin Chuzzlewit	Dickens, Charles	2) Deleted 2008		860	English	1800s		Q1903609	Q5686	82009	4158626	19	162
117	2006						The Purloined Letter	Poe, Edgar Allan	2) Deleted 2008		665	American	1800s		Q733448	Q16867	162110	6770125	20	145
118	2006	2008	2010	2012	2018		The Three Musketeers	Dumas, Alexandre	1) core list		262	French	1800s		Q140527	Q38337	4126468	3139845	74	113
119	2006						Queen Margot	Dumas, Alexandre	2) Deleted 2008	La Reine Margot	178	French	1800s		Q2020094	Q38337	165734	3139845	22	113
120		2008	2010	2012	2018		Facundo	Sarmiento, Domingo Faustino	3) Added 2008		1105		1800s		Q807736	Q254041	74907	507861	9	45
121		2008	2010	2012	2018		The Devil's Pool	Sand, George	3) Added 2008	La mare au diable	1111	English	1800s		Q3210542	Q3816	43936	1251298	5	78
122	2006	2008	2010	2012	2018		The Count of Monte-Cristo	Dumas, Alexandre	1) core list	Le Comte du Monte-Cristo	287	French	1800s		Q191838	Q38337	3042094	3139845	63	113
123	2006	2008	2010	2012	2018		Jane Eyre	Brontë, Charlotte	1) core list		160	English	1800s		Q182961	Q127332	1957194	1474009	58	88
124	2006	2008	2010	2012	2018		Vanity Fair	Thackeray, William Makepeace	1) core list		919	English	1800s		Q612836	Q167768	436625	338320	36	67
125	2006						Agnes Grey	Brontë, Anne	2) Deleted 2008		797	English	1800s		Q517172	Q44520	121697	583476	23	80
126	2006	2008	2010	2012	2018		Wuthering Heights	Brontë, Emily	1) core list		581	English	1800s		Q202975	Q80137	2549739	1886830	59	95
127	2006	2008	2010	2012	2018		The Tenant of Wildfell Hall	Brontë, Anne	1) core list		458	English	1800s		Q44701	Q44520	217174	583476	43	80
128	2006						Mary Barton	Gaskell, Elizabeth	2) Deleted 2008		849	English	1800s		Q2607078	Q229226	33432	210461	8	51
129	2006						Shirley	Brontë, Charlotte	2) Deleted 2008		894	English	1800s		Q615175	Q127332	69937	1474009	15	88
130	2006	2008	2010	2012	2018		David Copperfield	Dickens, Charles	1) core list		555	English	1800s		Q189811	Q5686	1424918	4158626	55	162
131	2006	2008	2010	2012	2018		The Scarlet Letter	Hawthorne, Nathaniel	1) core list		1115	American	1800s		Q907568	Q69339	920681	704301	36	80
132	2006	2008	2010	2012	2018		Moby-Dick	Melville, Herman	1) core list		1125	American	1800s		Q174596	Q4985	2730294	930703	70	89
133	2006	2008	2010	2012	2018		The House of the Seven Gables	Hawthorne, Nathaniel	1) core list		1060	American	1800s		Q1141732	Q69339	141461	704301	13	80
134	2006						The Blithedale Romance	Hawthorne, Nathaniel	2) Deleted 2008		1172	American	1800s		Q4007947	Q69339	19482	704301	4	80
135	2006	2008	2010	2012	2018		Uncle Tom’s Cabin	Stowe, Harriet Beecher	1) core list		542	American	1800s		Q2222	Q102513	957870	497493	55	82
136	2006	2008	2010	2012	2018		Cranford	Gaskell, Elizabeth	1) core list		491	English	1800s		Q265100	Q229226	49398	210461	13	51
137	2006						Villette	Brontë, Charlotte	2) Deleted 2008		816	English	1800s		Q2449570	Q127332	111047	1474009	16	88
138	2006	2008	2010	2012	2018		Bleak House	Dickens, Charles	1) core list		579	English	1800s		Q883305	Q5686	340494	4158626	31	162
139	2006	2008	2010	2012	2018		Walden	Thoreau, Henry David	1) core list		633	American	1800s		Q863534	Q131149	585741	2116212	37	86
140	2006						Hard Times	Dickens, Charles	2) Deleted 2008		1035	English	1800s		Q1340493	Q5686	202605	4158626	20	162
141		2008	2010	2012	2018		Green Henry	Keller, Gottfried	3) Added 2008		1118		1800s		Q1198871	Q122370	28331	111878	6	44
142	2006	2008	2010	2012	2018		North and South	Gaskell, Elizabeth	1) core list		145	English	1800s		Q1853142	Q229226	144226	210461	19	51
143	2006	2008	2010	2012	2018		Madame Bovary	Flaubert, Gustave	1) core list	Madame Bovary	856	French	1800s		Q193417	Q43444	1296017	919084	59	105
144		2008	2010	2012	2018		Indian Summer	Stifter, Adalbert	3) Added 2008		656		1800s		Q167320	Q168542	17144	110446	3	34
145	2006	2008	2010	2012	2018		Adam Bede	Eliot, George	1) core list		810	English	1800s		Q2611046	Q131333	61006	815027	9	85
146	2006	2008	2010	2012	2018		Oblomov	Goncharov, Ivan	1) core list		328	Russian	1800s		Q842074	Q189665	240933	288771	30	57
147	2006						A Tale of Two Cities	Dickens, Charles	2) Deleted 2008		618	English	1800s		Q308918	Q5686	1238166	4158626	51	162
148	2006	2008	2010	2012	2018		The Woman in White	Collins, Wilkie	1) core list		431	English	1800s		Q1212672	Q210740	249996	221113	19	50
149	2006	2008	2010	2012	2018		The Mill on the Floss	Eliot, George	1) core list		773	English	1800s		Q1215018	Q131333	133633	815027	15	85
150	2006						Castle Richmond	Trollope, Anthony	2) Deleted 2008		1175	English	1800s		Q5050241	Q318399	1736	197950	2	39
151	2006						On the Eve	Turgenev, Ivan	2) Deleted 2008		596	Russian	1800s		Q144547	Q42831	33947	1092337	15	96
152	2006	2008	2010	2012	2018		Max Havelaar	Multatuli	1) core list		1078	Dutch	1800s		Q919067	Q154211	112309	146689	26	45
153	2006						The Marble Faun	Hawthorne, Nathaniel	2) Deleted 2008		1143	American	1800s		Q3222702	Q69339	28593	704301	6	80
154	2006	2008	2010	2012	2018		Great Expectations	Dickens, Charles	1) core list		747	English	1800s		Q219552	Q5686	1897466	4158626	56	162
155	2006	2008	2010	2012	2018		Silas Marner	Eliot, George	1) core list		887	English	1800s		Q638327	Q131333	171493	815027	18	85
156	2006	2008	2010	2012	2018		Fathers and Sons	Turgenev, Ivan	1) core list		280	Russuan	1800s		Q29424	Q42831	386589	1092337	39	96
157	2006	2008	2010	2012	2018		Les Misérables	Hugo, Victor	1) core list	Les Misérables	521	French	1800s		Q180736	Q535	3476809	3917537	69	176
158	2006	2008	2010	2012	2018		The Water-Babies	Kingsley, Charles	1) core list		1117	English	1800s		Q14914646	Q353238	67980	76670	13	33
159	2006	2008	2010	2012	2018		Notes from the Underground	Dostoevsky, Fyodor	1) core list		49	Russian	1800s		Q695116	Q991	667694	5714591	42	173
160	2006	2008	2010	2012	2018		Uncle Silas	Le Fanu, Sheridan	1) core list		883	Irish	1800s		Q3835925	Q326467	18912	150470	5	33
161	2006						Our Mutual Friend	Dickens, Charles	2) Deleted 2008		386	English	1800s		Q1557935	Q5686	179316	4158626	19	162
162	2006	2008	2010	2012	2018		Alice’s Adventures in Wonderland	Carroll, Lewis	1) core list		152	English	1800s		Q92640	Q38082	3237397	1753769	94	106
163	2006	2008	2010	2012	2018		Journey to the Centre of the Earth	Verne, Jules	1) core list		440	French	1800s		Q219457	Q33977	843564	2770003	48	123
164	2006	2008	2010	2012	2018		Crime and Punishment	Dostoevsky, Fyodor	1) core list		109	Russian	1800s		Q165318	Q991	2884905	5714591	80	173
165	2006	2008	2010	2012	2018		The Last Chronicle of Barset	Trollope, Anthony	1) core list		330	English	1800s		Q7745622	Q318399	6800	197950	1	39
166	2006	2008	2010	2012	2018		Thérèse Raquin	Zola, Émile	1) core list		743	French	1800s		Q268545	Q504	211227	1738644	26	113
167	2006	2008	2010	2012	2018		The Moonstone	Collins, Wilkie	1) core list		512	English	1800s		Q2362563	Q210740	145502	221113	26	50
168	2006	2008	2010	2012	2018		Little Women	Alcott, Louisa May	1) core list		202	American	1800s		Q523076	Q185696	2316026	984884	41	74
169	2006	2008	2010	2012	2018		The Idiot	Dostoevsky, Fyodor	1) core list		148	Russian	1800s		Q210784	Q991	1173754	5714591	53	173
170	2006	2008	2010	2012	2018		Maldoror	Lautréaumont, Comte de	1) core list		98	French	1800s		Q1213025	Q294181	123607	157141	16	43
171	2006	2008	2010	2012	2018		Phineas Finn	Trollope, Anthony	1) core list		586	English	1800s		Q7186349	Q318399	12480	197950	1	39
172	2006	2008	2010	2012	2018		Sentimental Education	Flaubert, Gustave	1) core list		660	French	1800s		Q1212285	Q43444	208418	919084	27	105
173	2006	2008	2010	2012	2018		War and Peace	Tolstoy, Leo	1) core list		582	Russian	1800s		Q161531	Q7243	2389102	5046400	80	182
174	2006						He Knew He Was Right	Trollope, Anthony	2) Deleted 2008		868	English	1800s		Q5688834	Q318399	8299	197950	1	39
175	2006	2008	2010	2012	2018		King Lear of the Steppes	Turgenev, Ivan	1) core list		1177	Russian	1800s		Q3548983	Q42831	3018	1092337	3	96
176	2006	2008	2010	2012	2018		Through the Looking Glass	Carroll, Lewis	1) core list		143	English	1800s		Q220331	Q38082	659830	1753769	51	106
177	2006	2008	2010	2012	2018		Middlemarch	Eliot, George	1) core list		631	English	1800s		Q313129	Q131333	449328	815027	23	85
178	2006	2008	2010	2012	2018		Spring Torrents	Turgenev, Ivan	1) core list		405	Russian	1800s		Q1826666	Q42831	28444	1092337	10	96
179	2006	2008	2010	2012	2018		Erewhon	Butler, Samuel	1) core list		1211	English	1800s		Q1350048	Q312829	147871	110946	9	35
180	2006	2008	2010	2012	2018		The Devils	Dostoevsky, Fyodor	1) core list		86	Russian	1800s		Q329989	Q991	689295	5714591	42	173
181	2006	2008	2010	2012	2018		In a Glass Darkly	Le Fanu, Sheridan	1) core list		643	Irish	1800s		Q6011356	Q326467	26622	150470	4	33
182	2006	2008	2010	2012	2018		Around the World in Eighty Days	Verne, Jules	1) core list		344	French	1800s		Q1219561	Q33977	1428078	2770003	63	123
183	2006	2008	2010	2012	2018		The Enchanted Wanderer	Leskov, Nikolai	1) core list		505	Russian	1800s		Q4340655	Q209004	39046	265776	5	48
184	2006	2008	2010	2012	2018		Far from the Madding Crowd	Hardy, Thomas	1) core list		394	English	1800s		Q5642996	Q132805	440085	801092	24	87
185	2006						The Temptation of Saint Anthony	Flaubert, Gustave	2) Deleted 2008		698	French	1800s		Q1217245	Q43444	42820	919084	12	105
186	2006						The Hand of Ethelberta	Hardy, Thomas	2) Deleted 2008		1030	Engliish	1800s		Q2661231	Q132805	5084	801092	2	87
187	2006						Daniel Deronda	Eliot, George	2) Deleted 2008		808	English	1800s		Q552238	Q131333	88689	815027	12	85
